transaction_id,customer_id,source_table,amount,country_risk_score,velocity_24h,kyc_complete,kyb_complete,is_cross_border,rule_alert,model_probability,risk_tier
TX110829,5363,kyc,3652.57,10,2,1,1,0,1,0.3607385541295871,Medium
TX110830,2796,core_banking,9182.06,5,0,1,1,0,0,0.0929085243718239,Low
TX110831,3811,cards,3079.49,2,5,1,1,0,0,0.11083720372724803,Low
TX110832,3004,wire,6694.28,3,2,1,1,1,0,0.13288353855865306,Low
TX110833,1187,wire,3328.55,1,2,1,1,0,0,0.04296308318127813,Low
TX110834,1763,cards,4936.33,2,1,1,1,0,0,0.046653590064349784,Low
TX110835,6759,core_banking,7870.26,9,3,1,1,0,1,0.38828167038343764,Medium
TX110836,3736,wire,13778.33,3,3,1,1,0,0,0.12699889344291157,Low
TX110837,1886,core_banking,4843.27,4,2,1,1,1,0,0.159696828400885,Low
TX110838,1265,cards,25320.71,6,2,1,1,0,1,0.2821594464553965,Low
TX110839,3120,core_banking,2883.91,6,5,1,1,0,0,0.27506727566483086,Low
TX110840,6896,wire,13680.17,9,4,1,1,1,1,0.6338585179400306,Medium
TX110841,3308,cards,6519.19,4,5,1,1,0,0,0.19752614019836656,Low
TX110842,6996,cards,583.71,10,6,1,1,0,1,0.5794290063142279,Medium
TX110843,3936,kyc,14967.47,10,5,0,1,0,1,0.8136435980328107,High
TX110844,5583,cards,1453.63,5,4,1,1,1,0,0.269113894806718,Low
TX110845,5712,kyc,2838.83,1,4,1,0,0,0,0.1277901091171611,Low
TX110846,1168,kyc,8718.02,5,3,1,1,0,0,0.1758285363975462,Low
TX110847,1036,core_banking,1729.29,4,3,1,1,0,0,0.11209929768894651,Low
TX110848,6534,wire,3391.15,1,2,1,1,0,0,0.043053261356084074,Low
TX110849,6594,core_banking,7024.86,6,5,1,1,0,0,0.3048877006698037,Low
TX110850,1795,wire,1600.04,7,2,1,1,0,0,0.18482421393436457,Low
TX110851,4875,core_banking,2876.0,10,3,1,0,0,1,0.5867776180431825,Medium
TX110852,6542,cards,2556.94,6,2,1,1,0,0,0.150522727590089,Low
TX110853,6703,kyc,9546.79,1,3,1,1,0,0,0.06686574084538069,Low
TX110854,2778,core_banking,17471.36,1,2,1,1,1,1,0.11319607617803586,Low
TX110855,5904,wire,1211.91,1,4,1,1,0,0,0.06430915364822387,Low
TX110856,4877,kyc,3935.21,6,2,1,1,0,0,0.1567954280853554,Low
TX110857,6567,kyc,2155.71,8,2,0,1,1,1,0.5659755105807018,Medium
TX110858,1880,core_banking,3755.68,7,5,1,1,1,0,0.4728888165163161,Medium
TX110859,4606,cards,21305.58,4,2,1,1,0,0,0.1632415135188075,Low
TX110860,1146,wire,5323.18,5,3,1,0,1,0,0.39802797077591195,Medium
TX110861,3143,wire,2073.42,4,3,1,1,0,0,0.11330374113452543,Low
TX110862,1068,core_banking,926.81,1,3,1,1,0,0,0.05032768596575445,Low
TX110863,3657,wire,9888.16,9,3,1,1,1,1,0.5414262172136707,Medium
TX110864,5866,core_banking,2300.35,3,5,1,1,0,0,0.13829930803172902,Low
TX110865,4948,wire,1675.74,4,2,1,1,0,0,0.08937020445673413,Low
TX110866,2901,wire,4934.44,7,1,1,1,0,0,0.16557831593593822,Low
TX110867,3561,cards,6496.39,7,2,1,1,1,0,0.31807632898813665,Low
TX110868,3204,core_banking,2518.65,7,4,1,1,0,0,0.27851347686333217,Low
TX110869,5390,core_banking,1413.84,3,4,1,1,1,0,0.17357267422495493,Low
TX110870,2597,wire,14307.77,4,3,1,0,0,0,0.2830813526667584,Low
TX110871,1551,cards,7212.26,8,3,1,0,0,1,0.4856112489637432,Medium
TX110872,4040,kyc,9771.77,3,3,1,1,0,0,0.11224736879035307,Low
TX110873,5979,kyc,2547.93,7,3,1,1,0,0,0.23132893953152445,Low
TX110874,3862,cards,1588.17,4,4,1,1,0,0,0.13890506446117687,Low
TX110875,2225,cards,2137.19,7,3,1,1,0,0,0.22878255546974868,Low
TX110876,1276,kyc,793.42,10,5,1,1,0,1,0.5194326317363157,Medium
TX110877,6663,wire,2605.75,8,4,1,0,0,1,0.5077996797495464,Medium
TX110878,5564,core_banking,1853.16,7,0,1,1,0,0,0.12183793509604882,Low
TX110879,1933,kyc,3368.76,5,4,1,1,0,0,0.1851114317933613,Low
TX110880,1443,core_banking,3823.92,10,3,1,1,1,1,0.5581943697945508,Medium
TX110881,1774,wire,3986.65,3,5,1,1,0,0,0.145484231462555,Low
TX110882,3259,core_banking,2027.67,7,1,1,1,0,0,0.15199594819155618,Low
TX110883,5871,cards,1109.6,6,4,1,1,0,0,0.21735215016804976,Low
TX110884,1959,wire,860.75,1,1,1,1,0,0,0.03107228491790042,Low
TX110885,5912,core_banking,4426.51,1,2,1,1,0,0,0.0445712078529326,Low
TX110886,1011,cards,4168.69,8,3,0,1,0,1,0.508975073367484,Medium
TX110887,5432,kyc,904.99,9,3,1,1,0,1,0.3321836238140752,Low
TX110888,2694,kyc,15160.72,2,6,0,1,1,1,0.5101549033948841,Medium
TX110889,6763,kyc,8389.63,9,7,1,0,0,1,0.7796515702544757,High
TX110890,3855,kyc,1310.96,1,1,1,1,1,0,0.05344801465969257,Low
TX110891,2623,kyc,4748.02,1,3,1,1,1,0,0.09502052869666126,Low
TX110892,2457,core_banking,3175.24,9,1,1,1,0,1,0.24622157812836487,Low
TX110893,5959,core_banking,4739.02,6,3,1,1,0,0,0.19716087999598989,Low
TX110894,3417,cards,4324.25,4,4,1,1,0,0,0.1507601809695293,Low
TX110895,3112,kyc,7127.17,4,1,0,1,0,0,0.1853445028576464,Low
TX110896,5414,kyc,15981.49,10,4,1,0,0,1,0.7425667208617627,High
TX110897,4224,cards,4910.75,4,5,1,1,1,0,0.2873839294178985,Low
TX110898,4983,core_banking,6204.02,4,2,1,1,0,0,0.10313566963406595,Low
TX110899,3673,wire,15753.63,3,2,1,1,0,0,0.10826153681676445,Low
TX110900,1384,cards,2126.32,7,0,1,1,0,0,0.12286456059931578,Low
TX110901,1035,core_banking,1432.15,4,1,1,1,0,0,0.07044493212763445,Low
TX110902,1234,core_banking,7129.18,9,7,1,1,0,1,0.6270358234314877,Medium
TX110903,4446,core_banking,1071.81,9,6,1,1,0,1,0.5143743754392877,Medium
TX110904,4081,cards,1623.57,7,2,1,1,0,0,0.1849483256637396,Low
TX110905,5485,wire,16399.15,7,7,1,1,0,0,0.570519313657557,Medium
TX110906,6367,core_banking,653.35,3,2,1,1,1,0,0.11035375460403032,Low
TX110907,2047,cards,4928.81,10,5,1,1,1,1,0.6840632502630417,High
TX110908,6743,kyc,860.74,10,1,1,1,0,1,0.28498354798631964,Low
TX110909,6589,kyc,5489.12,4,1,1,1,0,0,0.08032933214317795,Low
TX110910,4695,kyc,22751.99,9,1,1,1,0,1,0.39324784126859946,Medium
TX110911,4182,cards,1322.49,8,4,1,1,0,1,0.32877895572674315,Low
TX110912,2059,core_banking,444.38,2,3,1,1,0,0,0.06449814288278248,Low
TX110913,2069,kyc,5200.98,2,2,1,1,0,0,0.0596383506616278,Low
TX110914,1111,cards,1943.84,4,2,1,1,1,0,0.14654433316046164,Low
TX110915,4875,cards,3028.77,4,5,1,0,0,0,0.3049167042276264,Low
TX110916,3598,cards,5243.33,5,2,1,1,0,0,0.12825422075062334,Low
TX110917,2151,core_banking,6392.87,6,1,1,1,0,0,0.13631384445132444,Low
TX110918,1803,wire,6456.01,6,3,1,1,0,0,0.20684652450066143,Low
TX110919,1381,core_banking,3542.33,6,3,1,0,0,0,0.32168947885608046,Low
TX110920,4845,core_banking,5629.22,10,7,0,1,0,1,0.8384882537089995,High
TX110921,5111,kyc,3017.01,5,4,1,1,0,0,0.1832615337656291,Low
TX110922,4789,wire,2620.25,10,4,1,1,0,1,0.47295361340513137,Medium
TX110923,1664,kyc,3582.15,10,4,1,1,1,1,0.6166552143367922,Medium
TX110924,1248,wire,6485.05,9,6,1,1,0,1,0.5614322366839029,Medium
TX110925,1637,core_banking,1906.4,6,6,1,1,0,0,0.3201078962240269,Low
TX110926,5509,cards,4513.47,6,2,1,1,0,0,0.15948987615163562,Low
TX110927,5439,cards,2300.73,10,2,1,1,0,1,0.3499009890030345,Low
TX110928,2768,cards,1744.19,4,0,1,1,1,0,0.09372707931393294,Low
TX110929,1331,cards,10419.29,1,3,1,1,0,0,0.06879650730381616,Low
TX110930,2918,cards,5277.06,7,2,0,1,0,0,0.38810069630910404,Medium
TX110931,5858,wire,5325.96,9,5,1,1,0,1,0.48910387535591576,Medium
TX110932,1860,kyc,1414.65,9,3,1,1,1,1,0.46742439624485616,Medium
TX110933,5776,wire,2845.23,2,4,1,1,0,0,0.08783050459387304,Low
TX110934,3780,kyc,6639.2,8,0,1,1,0,1,0.17834100281030393,Low
TX110935,1848,kyc,5282.79,6,5,1,1,1,0,0.4169996631823149,Medium
TX110936,6603,wire,47316.01,1,6,1,1,0,1,0.36263639167294326,Medium
TX110937,4110,cards,4536.43,7,2,1,1,0,0,0.20081233946430943,Low
TX110938,5029,wire,1872.5,5,6,1,1,0,0,0.262219870595466,Low
TX110939,1579,core_banking,2356.29,10,2,1,1,0,1,0.3503434567321075,Medium
TX110940,3229,kyc,1546.09,10,3,1,1,0,1,0.40230096828131295,Medium
TX110941,4795,core_banking,1907.66,4,4,0,1,0,0,0.28633894607248433,Low
TX110942,4872,core_banking,4022.77,1,3,1,1,0,0,0.055766347642384646,Low
TX110943,1377,kyc,2289.84,3,6,1,1,1,0,0.2631121000762282,Low
TX110944,4625,core_banking,13850.56,10,3,0,1,0,1,0.7180419312689857,High
TX110945,6666,wire,8786.82,9,4,1,1,0,1,0.45699122267418907,Medium
TX110946,5718,wire,8639.22,1,2,1,1,0,0,0.05128903001800372,Low
TX110947,2246,core_banking,2830.24,4,1,1,1,0,0,0.07371732544007187,Low
TX110948,6475,cards,9079.91,5,0,1,1,0,0,0.09260765293122743,Low
TX110949,5097,kyc,10128.69,8,0,1,1,0,1,0.19694545119437631,Low
TX110950,1341,wire,17959.09,1,6,1,1,0,0,0.16918254102767122,Low
TX110951,1769,wire,2119.35,1,1,1,1,0,0,0.03242626943443884,Low
TX110952,6527,wire,3683.47,5,3,1,1,0,0,0.15173229176373965,Low
TX110953,2257,cards,1718.43,1,6,1,1,0,0,0.10341389964302049,Low
TX110954,1580,wire,50984.85,2,4,1,1,0,1,0.3417443924693302,Low
TX110955,3705,core_banking,2975.4,8,1,1,1,0,1,0.1968877062131442,Low
TX110956,4153,core_banking,13040.4,9,4,1,1,0,1,0.4941037733364101,Medium
TX110957,4438,kyc,4258.19,1,2,1,1,0,0,0.04432100538974469,Low
TX110958,4953,core_banking,8772.93,9,6,1,1,0,1,0.5810420445088059,Medium
TX110959,6993,wire,3588.59,4,4,1,1,1,0,0.23069352129780168,Low
TX110960,5555,core_banking,9165.15,1,5,1,1,0,0,0.10440415704387944,Low
TX110961,1155,cards,4799.74,2,4,1,0,0,0,0.17193016723406399,Low
TX110962,1531,kyc,20033.61,4,4,1,1,0,0,0.2352637730148546,Low
TX110963,1001,cards,4945.31,7,2,1,0,1,0,0.47080471059552953,Medium
TX110964,3371,kyc,1767.88,4,1,1,1,0,0,0.07121828144478597,Low
TX110965,3102,cards,6112.58,4,0,1,1,1,0,0.10754567450306816,Low
TX110966,6601,wire,3674.8,5,2,1,0,1,0,0.32708872973609887,Low
TX110967,3196,wire,1357.51,3,3,0,1,0,0,0.18808721682121804,Low
TX110968,1183,wire,5320.04,3,0,1,1,0,0,0.04862370030842179,Low
TX110969,6303,cards,1964.91,9,4,1,1,0,1,0.3986176704141912,Medium
TX110970,2561,kyc,2876.22,5,4,0,0,0,0,0.5251456930777099,Medium
TX110971,6475,cards,3793.66,1,3,1,1,0,0,0.055345604415343426,Low
TX110972,5646,kyc,479.46,10,2,1,0,1,1,0.6380200995084472,Medium
TX110973,6283,cards,2365.31,3,6,1,1,1,0,0.26362455565218984,Low
TX110974,5918,kyc,9171.09,4,2,1,1,0,0,0.11314494627565548,Low
TX110975,1859,kyc,3004.06,7,5,1,1,0,0,0.3351779335192031,Low
TX110976,4757,kyc,543.61,4,3,1,1,1,0,0.17350697897454753,Low
TX110977,3472,cards,3355.38,1,3,1,1,0,0,0.0545490506460716,Low
TX110978,4772,cards,5901.51,3,1,0,1,0,0,0.14143196343989897,Low
TX110979,5475,cards,2703.15,8,3,1,1,0,1,0.28589819506063907,Low
TX110980,4005,cards,2792.02,7,1,1,1,0,0,0.15547632512744916,Low
TX110981,2875,cards,2330.17,9,1,1,1,0,1,0.2407733984180721,Low
TX110982,6497,cards,6772.43,5,3,1,1,0,0,0.16617737609404382,Low
TX110983,4979,wire,1600.27,10,2,1,1,0,1,0.34434502803933315,Low
TX110984,6313,kyc,6287.17,4,0,1,1,0,0,0.06537844661080024,Low
TX110985,2422,kyc,2785.21,9,6,1,1,1,1,0.6609391862304909,High
TX110986,6029,wire,12748.12,3,4,1,1,0,0,0.1526694437311237,Low
TX110987,2940,kyc,2241.02,8,3,1,1,0,1,0.2826074597455513,Low
TX110988,3762,kyc,1199.01,8,0,1,1,1,1,0.23721041422819547,Low
TX110989,6162,cards,6760.39,2,3,1,1,0,0,0.07919126436887873,Low
TX110990,3128,cards,5959.61,2,3,1,1,0,0,0.07717146739744224,Low
TX110991,2503,cards,5496.58,1,3,1,1,0,0,0.05854561520145565,Low
TX110992,6493,core_banking,8488.62,10,4,1,1,0,1,0.5242563690776173,Medium
TX110993,6785,cards,1336.98,5,4,1,1,0,0,0.17462374763933894,Low
TX110994,2866,cards,1655.1,6,3,1,1,0,0,0.18063199984364445,Low
TX110995,2837,kyc,13625.33,8,5,1,1,0,1,0.4917223938528333,Medium
TX110996,2366,cards,5628.0,6,3,1,1,0,0,0.20213235817534614,Low
TX110997,1141,wire,2308.48,1,2,1,1,0,0,0.041518816379911144,Low
TX110998,4317,cards,624.15,6,1,1,1,0,0,0.1142389663519084,Low
TX110999,2529,cards,1049.17,10,3,1,1,0,1,0.39812612771339156,Medium
TX111000,6094,core_banking,1397.66,1,2,1,0,1,0,0.12774096898558418,Low
TX111001,2027,wire,2077.2,6,1,1,1,0,0,0.1194869067128417,Low
TX111002,4811,core_banking,4941.85,10,3,1,1,0,1,0.43118077338686145,Medium
TX111003,4040,core_banking,929.06,3,0,0,1,0,0,0.09730951999795771,Low
TX111004,4671,wire,2147.76,4,3,1,1,1,0,0.18170648902521958,Low
TX111005,1676,wire,1029.19,8,2,1,1,0,1,0.2272370927529291,Low
TX111006,3799,cards,2389.01,2,4,1,1,1,0,0.14107564142854312,Low
TX111007,4756,cards,39523.74,2,3,1,1,1,1,0.31936987709553566,Low
TX111008,3045,kyc,11959.22,5,4,1,1,0,0,0.23479566095272297,Low
TX111009,6249,cards,6461.05,1,2,1,0,0,0,0.09163248086863185,Low
TX111010,4177,cards,2159.75,4,4,1,1,0,0,0.14131523760487522,Low
TX111011,3175,core_banking,1240.26,3,2,1,1,0,0,0.06807826097901074,Low
TX111012,1184,cards,3338.65,7,1,1,1,0,0,0.1580050196747403,Low
TX111013,2010,core_banking,770.12,7,5,1,1,1,0,0.4469390946410459,Medium
TX111014,3859,cards,6961.32,1,8,1,1,1,1,0.28366503458204345,Low
TX111015,3400,core_banking,2986.27,8,4,1,1,0,1,0.34175557282885033,Low
TX111016,6229,core_banking,3542.06,4,4,1,0,1,0,0.3761251391127688,Medium
TX111017,5715,wire,689.38,4,5,1,1,0,0,0.16716256291407322,Low
TX111018,1953,cards,3826.91,6,1,1,1,0,0,0.12608154943258232,Low
TX111019,4548,wire,2866.8,1,1,1,1,0,0,0.03325717420874553,Low
TX111020,3726,wire,1398.77,8,3,1,0,1,1,0.5717407578675217,Medium
TX111021,1606,wire,4557.17,6,2,1,1,0,0,0.15969501679356382,Low
TX111022,4995,cards,2444.25,1,5,0,1,0,0,0.1847560255026467,Low
TX111023,4223,cards,4888.74,6,4,1,1,0,0,0.24069113817020385,Low
TX111024,1524,cards,6756.86,9,3,1,1,0,1,0.3790670741790983,Medium
TX111025,3808,kyc,1230.49,5,4,1,1,0,0,0.17408720371451097,Low
TX111026,5390,cards,4052.19,6,4,0,1,0,0,0.4309016604174205,Medium
TX111027,2962,kyc,3976.48,6,0,1,1,0,0,0.10148583857185095,Low
TX111028,3141,kyc,12627.97,1,2,1,1,1,1,0.09726225894188924,Low
TX111029,1660,wire,8442.16,4,6,1,1,0,0,0.25265077122665763,Low
TX111030,2226,kyc,2570.02,3,2,1,1,1,0,0.11711389324685495,Low
TX111031,6886,wire,2378.62,10,3,1,1,0,1,0.40932697997602985,Medium
TX111032,4724,kyc,4228.67,1,5,1,1,1,0,0.14529421413068438,Low
TX111033,2056,kyc,1183.66,9,0,1,1,0,1,0.1917665954491891,Low
TX111034,3896,wire,1375.23,6,2,1,1,0,0,0.14531030909173417,Low
TX111035,2156,wire,2280.41,6,2,1,0,0,0,0.261114174211451,Low
TX111036,3656,kyc,336.42,3,1,1,1,0,0,0.052241362592611015,Low
TX111037,1873,core_banking,1353.35,4,3,1,1,0,0,0.11079632097217611,Low
TX111038,4712,kyc,2611.67,1,3,1,1,0,0,0.053222062810712976,Low
TX111039,4421,wire,57296.31,3,1,1,1,0,1,0.2881001353689239,Low
TX111040,4800,core_banking,1911.93,2,1,1,0,0,0,0.08142939468885169,Low
TX111041,3662,core_banking,7046.06,6,9,1,1,0,1,0.5440386140371525,Medium
TX111042,2715,kyc,2986.69,8,2,1,1,0,1,0.23949213981983708,Low
TX111043,2497,kyc,5653.11,8,1,0,0,0,1,0.5714718633426015,Medium
TX111044,2290,wire,1233.35,1,3,1,1,0,0,0.05084295265865323,Low
TX111045,3576,wire,776.17,6,2,1,0,0,0,0.25108498405568747,Low
TX111046,3708,kyc,14434.13,8,1,1,1,1,1,0.38821883658548945,Medium
TX111047,5041,kyc,962.88,10,4,1,0,0,1,0.6303458504111895,Medium
TX111048,1314,kyc,16052.6,9,3,1,1,0,1,0.45805903541099,Medium
TX111049,2690,core_banking,2512.41,3,2,1,1,0,0,0.07095800955776206,Low
TX111050,6115,kyc,1592.3,2,3,1,1,0,0,0.06696519485893036,Low
TX111051,6491,wire,2172.42,2,4,1,1,0,0,0.08596211848297466,Low
TX111052,6585,kyc,18073.01,8,1,1,1,0,1,0.29370758992697643,Low
TX111053,2838,wire,1810.75,7,4,1,1,1,0,0.39493283641692944,Medium
TX111054,1822,wire,2484.69,10,0,1,1,0,1,0.24730534559450806,Low
TX111055,2189,kyc,9655.13,4,2,1,1,0,0,0.11485607358559397,Low
TX111056,1791,core_banking,5847.39,10,2,1,1,0,1,0.37863609179434965,Medium
TX111057,6727,kyc,29070.47,5,2,1,1,0,1,0.25302686533448454,Low
TX111058,6300,cards,11676.18,6,1,1,1,1,1,0.2476223292727419,Low
TX111059,5863,core_banking,1814.8,9,0,1,0,0,1,0.32816814041732906,Low
TX111060,5378,wire,13394.08,1,4,1,1,0,0,0.09524538516355778,Low
TX111061,3058,kyc,532.61,3,0,1,1,0,0,0.04143312495425945,Low
TX111062,3854,core_banking,7865.43,5,0,1,1,0,0,0.089097065033736,Low
TX111063,6048,kyc,1891.89,6,4,1,1,0,0,0.22204582360522243,Low
TX111064,5886,cards,6605.23,8,4,1,1,0,1,0.3707928579049227,Medium
TX111065,4112,kyc,25939.63,9,4,1,1,0,1,0.6053690027731784,Medium
TX111066,6025,core_banking,685.12,3,4,1,1,0,0,0.1056447705181542,Low
TX111067,3080,wire,9162.87,3,3,1,1,0,0,0.11014120680729668,Low
TX111068,3481,wire,8434.89,7,3,1,1,0,0,0.2699691993330324,Low
TX111069,6037,kyc,7046.23,8,4,1,1,0,1,0.37440105275314095,Medium
TX111070,3258,cards,1366.23,8,5,1,1,0,1,0.386468332485373,Medium
TX111071,5512,core_banking,3329.23,5,3,1,1,0,0,0.15014337983280043,Low
TX111072,3719,core_banking,1389.84,7,0,1,0,0,0,0.2156234498409879,Low
TX111073,2787,cards,5597.07,4,1,0,1,0,0,0.1773942265176874,Low
TX111074,2313,kyc,988.0,3,1,1,1,0,0,0.053382102187862455,Low
TX111075,4640,core_banking,2351.3,3,2,1,0,0,0,0.1326527619668417,Low
TX111076,3877,kyc,6836.95,10,5,1,1,1,1,0.6983163454087155,High
TX111077,3216,wire,1749.79,4,2,1,0,0,0,0.16537631811807196,Low
TX111078,5458,wire,2449.73,2,1,1,1,0,0,0.04293189833361026,Low
TX111079,1006,kyc,1470.68,8,1,1,1,0,1,0.1886928425834616,Low
TX111080,1553,kyc,4706.5,2,0,1,1,0,0,0.03642929886154774,Low
TX111081,6770,wire,3172.74,7,2,1,1,0,0,0.19326169987844796,Low
TX111082,4981,kyc,1749.98,2,1,1,1,0,0,0.041936772818714864,Low
TX111083,4297,cards,1937.81,1,7,1,1,0,0,0.1298623188346812,Low
TX111084,1088,kyc,4264.56,5,2,1,1,0,0,0.12447264754500399,Low
TX111085,4590,kyc,1263.68,6,2,1,1,0,0,0.14482609105058308,Low
TX111086,3608,kyc,3483.21,4,2,1,1,1,0,0.1534119208934401,Low
TX111087,4599,wire,3763.81,7,4,1,1,0,0,0.28735466518638547,Low
TX111088,1246,wire,4256.17,5,2,1,1,0,0,0.12444064932949314,Low
TX111089,4303,cards,2142.48,7,2,1,1,0,0,0.18770176657967966,Low
TX111090,4467,kyc,6668.07,5,2,1,1,0,0,0.13393358552806095,Low
TX111091,2740,wire,9524.34,6,2,1,1,0,0,0.1844253623708099,Low
TX111092,1327,core_banking,6955.75,2,4,1,1,0,0,0.10006084090512277,Low
TX111093,6829,wire,4490.97,2,1,1,1,0,0,0.04596517852668656,Low
TX111094,5256,core_banking,874.44,1,3,1,1,1,0,0.08398499450839268,Low
TX111095,4730,wire,19449.6,5,2,1,1,0,0,0.19477699110206967,Low
TX111096,5602,wire,3860.72,5,6,1,0,0,0,0.43416575421564507,Medium
TX111097,5025,kyc,4973.26,3,4,1,1,0,0,0.12068748853337732,Low
TX111098,1806,core_banking,1798.99,10,3,1,1,1,1,0.5406512361065869,Medium
TX111099,3728,cards,2937.2,3,1,1,1,0,0,0.05693644667577815,Low
TX111100,6332,cards,11841.72,2,2,1,0,0,0,0.1387704677280118,Low
TX111101,2727,cards,7963.88,6,2,1,1,0,0,0.17635157244735652,Low
TX111102,6833,kyc,2667.03,4,2,1,1,0,0,0.09223432318579836,Low
TX111103,1386,wire,16775.42,2,3,1,1,0,0,0.10881912586205085,Low
TX111104,2984,cards,1327.07,9,5,1,1,1,1,0.5906002790075435,Medium
TX111105,3101,kyc,678.0,4,3,1,1,0,0,0.10848890237459481,Low
TX111106,4704,wire,528.92,7,3,1,0,0,0,0.36089359368967733,Medium
TX111107,2056,cards,8062.25,8,3,1,0,0,1,0.49304513609565737,Medium
TX111108,2374,wire,1815.17,6,2,1,1,0,0,0.14723311810390538,Low
TX111109,4972,kyc,3164.12,8,2,1,1,0,1,0.2406250404711032,Low
TX111110,2707,cards,10876.64,9,6,1,1,0,1,0.5988516029983393,Medium
TX111111,6274,wire,5058.08,9,2,1,1,0,1,0.30939116406719885,Low
TX111112,6221,core_banking,1111.96,5,2,1,1,0,0,0.11293744727460148,Low
TX111113,2816,core_banking,18475.36,9,2,0,0,1,1,0.8601621763526758,High
TX111114,4359,core_banking,2721.68,8,2,1,1,0,1,0.23780685211995498,Low
TX111115,2997,cards,3418.84,2,3,1,1,0,0,0.0710718141786426,Low
TX111116,3069,wire,1785.0,5,4,1,1,0,0,0.17689535503118106,Low
TX111117,5022,core_banking,1193.15,3,2,1,1,1,0,0.11222228986244966,Low
TX111118,2758,kyc,4584.15,4,3,1,1,0,0,0.12243671909883182,Low
TX111119,1895,core_banking,861.44,5,7,1,0,0,0,0.4700734133684002,Medium
TX111120,2554,wire,3350.68,6,1,1,1,1,0,0.1973838610353924,Low
TX111121,6576,core_banking,17772.34,9,2,1,1,0,1,0.41145152046976996,Medium
TX111122,2555,core_banking,7717.61,10,4,1,1,0,1,0.5175219095041199,Medium
TX111123,3183,wire,4460.35,1,5,0,1,0,0,0.19562158021653786,Low
TX111124,4772,wire,1214.02,5,1,1,1,0,0,0.0905029506216879,Low
TX111125,1607,wire,3426.5,8,2,1,1,0,1,0.24230705015770698,Low
TX111126,2610,kyc,1642.44,9,2,1,1,0,1,0.2844458043962669,Low
TX111127,2048,wire,15401.51,9,2,1,1,1,1,0.5272362255595371,Medium
TX111128,6546,kyc,2266.65,2,4,1,0,0,0,0.15967244690390592,Low
TX111129,6596,cards,1659.09,6,4,1,1,0,0,0.2206415142680655,Low
TX111130,5534,cards,2928.64,6,3,1,0,0,0,0.317020674064228,Low
TX111131,2482,cards,1666.16,1,4,1,1,1,0,0.1079663357060026,Low
TX111132,4698,cards,4608.48,9,1,1,0,0,1,0.4088544112916036,Medium
TX111133,4973,kyc,22500.04,6,2,1,0,0,0,0.41763279977378337,Medium
TX111134,6216,wire,3667.14,9,2,1,1,1,1,0.4251541521639508,Medium
TX111135,1936,kyc,1446.96,4,8,1,1,0,1,0.30378117320700787,Low
TX111136,5417,cards,3108.75,1,3,1,1,0,0,0.05410557402215509,Low
TX111137,2164,kyc,1021.58,4,3,1,0,0,0,0.19873097920712396,Low
TX111138,4412,core_banking,64440.07,4,3,1,1,0,1,0.5313095926172727,Medium
TX111139,6275,cards,22046.05,4,1,1,0,0,0,0.2389602718762377,Low
TX111140,1372,core_banking,12670.33,1,4,1,1,0,0,0.09308476581478936,Low
TX111141,1888,kyc,7718.8,1,2,1,1,0,0,0.049743979610804914,Low
TX111142,5878,cards,3085.64,4,1,1,1,0,0,0.07433003859298849,Low
TX111143,1112,kyc,3154.5,3,0,1,1,0,0,0.04523506968187162,Low
TX111144,5110,cards,2920.81,6,2,1,1,0,0,0.15215841191972423,Low
TX111145,4007,core_banking,39216.74,6,1,1,1,0,1,0.33238580428927744,Low
TX111146,3079,cards,3004.45,7,5,1,0,1,0,0.6376446400465462,Medium
TX111147,6176,cards,2071.26,4,3,1,1,0,0,0.11329614612670785,Low
TX111148,6093,wire,3279.53,4,4,1,1,1,0,0.2287793619015563,Low
TX111149,2955,cards,6105.68,9,3,1,1,1,1,0.5084239028266807,Medium
TX111150,1026,wire,111.9,10,2,0,1,1,1,0.6800314853827899,High
TX111151,1768,wire,5395.51,9,2,1,1,0,1,0.31192026089264163,Low
TX111152,1644,core_banking,286.43,6,1,1,1,0,0,0.11304834177150815,Low
TX111153,6893,wire,15868.25,1,3,1,1,1,1,0.13416647802657153,Low
TX111154,4581,wire,649.28,5,1,1,1,1,0,0.14463991788836703,Low
TX111155,5060,cards,1630.79,9,2,1,1,1,1,0.40783506796526214,Medium
TX111156,2385,kyc,535.37,7,1,1,1,0,0,0.14538545090174462,Low
TX111157,6104,core_banking,22044.5,10,3,1,1,0,1,0.5797037798674736,Medium
TX111158,5336,kyc,3596.5,5,4,1,1,0,0,0.18631682279865894,Low
TX111159,5512,cards,33744.85,4,4,1,1,1,1,0.4628361040670496,Medium
TX111160,3809,cards,26579.82,1,1,1,1,0,1,0.07312107626364829,Low
TX111161,5189,wire,12698.98,4,3,1,1,1,1,0.24314095446410677,Low
TX111162,4264,wire,896.31,6,7,1,1,0,0,0.36850653449525045,Medium
TX111163,3307,wire,4296.17,6,3,1,1,0,0,0.1947189594168453,Low
TX111164,4566,wire,14274.22,2,5,1,1,0,0,0.15572294108651566,Low
TX111165,2946,cards,5371.32,4,0,1,1,1,0,0.10508080534464168,Low
TX111166,6717,kyc,2515.32,4,2,1,1,0,0,0.09179070611414111,Low
TX111167,5301,wire,5174.7,10,6,1,1,0,1,0.6180110131559965,Medium
TX111168,5433,core_banking,5697.03,10,4,1,1,0,1,0.4998490125045896,Medium
TX111169,5300,kyc,831.12,8,3,1,1,1,1,0.39390886192383784,Medium
